Sample Number,Date Submitted,Analysis (Lead),Lead (ppb),Analysis (Copper),Copper (ppb),Street #,Street Name,City,Zip Code
LG02149,1/21/2016,Lead,1,Copper,0,3721 ,RISEDORPH AVE,FLINT,48506
LG06170,1/29/2016,Lead,4,Copper,60,3729 ,RISEDORPH AVE,FLINT,48506
LG43646,5/10/2016,Lead,0,Copper,60,3729,RISEDORPH AVE,FLINT,48506
LG43651,5/10/2016,Lead,4,Copper,50,3729,RISEDORPH AVE,FLINT,48506
LG16804,2/23/2016,Lead,0,Copper,0,3730 ,RISEDORPH AVE,FLINT,48506
LG51450,6/9/2016,Lead,0,Copper,0,3730,RISEDORPH AVE,FLINT,48506
LG07586,2/2/2016,Lead,26,Copper,0,3734 ,RISEDORPH AVE,FLINT,48506
LG03656,1/25/2016,Lead,0,Copper,0,3737 ,RISEDORPH AVE,FLINT,
LG20725,3/6/2016,Lead,0,Copper,0,3741,RISEDORPH AVE,FLINT,48506
LG05993,1/29/2016,Lead,0,Copper,0,3742 ,RISEDORPH AVE,FLINT,48506
LG11836,2/10/2016,Lead,0,Copper,0,3745 ,RISEDORPH AVE,FLINT,48506
LG26360,3/20/2016,Lead,1,Copper,0,3801,RISEDORPH AVE,FLINT,48506
LG31167,4/2/2016,Lead,0,Copper,0,3801,RISEDORPH AVE,FLINT,48506
LG16576,2/22/2016,Lead,3,Copper,50,3806 ,RISEDORPH AVE,FLINT,48506
LG05482,1/28/2016,Lead,0,Copper,0,3809 ,RISEDORPH AVE,FLINT,48506
LG01492,1/21/2016,Lead,0,Copper,0,3810 ,RISEDORPH AVE,FLINT,48506
LG35385,4/13/2016,Lead,0,Copper,60,3813,RISEDORPH AVE,FLINT,48506
LG03781,1/25/2016,Lead,0,Copper,0,3814 ,RISEDORPH AVE,FLINT,48506
LG03541,1/25/2016,Lead,0,Copper,0,3817 ,RISEDORPH AVE,FLINT,48506
LG02175,1/21/2016,Lead,3,Copper,0,3818 ,RISEDORPH AVE,FLINT,48506
LG01838,1/21/2016,Lead,3,Copper,70,3821 ,RISEDORPH AVE,FLINT,48506
LG04170,1/26/2016,Lead,0,Copper,0,3829 ,RISEDORPH AVE,FLINT,48506
LG18442,2/26/2016,Lead,5,Copper,0,3830 ,RISEDORPH AVE,FLINT,48506
LG56868,6/30/2016,Lead,20,Copper,0,3830,RISEDORPH AVE,FLINT,48506
LG13132,2/13/2016,Lead,0,Copper,0,3833 ,RISEDORPH AVE,FLINT,48506
LG37044,4/18/2016,Lead,0,Copper,0,3837,RISEDORPH AVE,FLINT,48506
LG37045,4/18/2016,Lead,0,Copper,0,3837,RISEDORPH AVE,FLINT,48506
LF86485,10/6/2015,Lead,0,Copper,0,3837 ,RISEDORPH AVE #1,FLINT,48506
LF86481,10/6/2015,Lead,0,Copper,0,3837 ,RISEDORPH AVE #2,FLINT,48506
LG02937,1/23/2016,Lead,0,Copper,130,1216 ,RIVER BIRCH DR,FLINT,48532
LG01655,1/21/2016,Lead,0,Copper,0,1055 ,RIVER FOREST DR,FLINT,48532
LG45454,5/17/2016,Lead,0,Copper,0,1061,RIVER FOREST DR,FLINT,48532
LG11506,2/9/2016,Lead,0,Copper,0,1173 ,RIVER FOREST DR APT 1177,FLINT,48532
LG05103,1/27/2016,Lead,0,Copper,0,1203 ,RIVER FOREST DR APT 1230,FLINT,48532
LG10706,2/8/2016,Lead,0,Copper,110,7570 ,RIVER RD,FLINT,48433
LG07558,2/2/2016,Lead,0,Copper,90,1039 ,RIVER VALLEY DR,FLINT,48532
LG05568,1/28/2016,Lead,2,Copper,0,1193 ,RIVER VALLEY DR,FLINT,48532
LG07957,2/2/2016,Lead,0,Copper,60,1187 ,RIVER VALLEY DR #10,FLINT,48532
LG14227,2/16/2016,Lead,0,Copper,0,1058 ,RIVER VALLEY DR #1052,FLINT,48532
LG01239,1/21/2016,Lead,0,Copper,60,1188 ,RIVER VALLEY DR #12,FLINT,
LG30994,4/1/2016,Lead,0,Copper,0,1060,RIVER VALLEY DR APT 1072,FLINT,48532
LG49141,6/2/2016,Lead,0,Copper,70,117,RIVERBANK DR,FLINT,48503
LG42169,5/3/2016,Lead,0,Copper,70,119,RIVERBANK DR,FLINT,48506
LG42170,5/3/2016,Lead,0,Copper,80,121,RIVERBANK DR,FLINT,48503
LG18436,2/26/2016,Lead,0,Copper,0,125 ,RIVERBANK DR,FLINT,48503
LG03068,1/24/2016,Lead,0,Copper,0,127 ,RIVERBANK DR,FLINT,48503
LG02126,1/21/2016,Lead,0,Copper,60,129 ,RIVERBANK DR,FLINT,48505
LG28018,3/24/2016,Lead,0,Copper,0,130,RIVERBANK DR,FLINT,48503
LG28020,3/24/2016,Lead,0,Copper,0,130,RIVERBANK DR,FLINT,48503
LG28021,3/24/2016,Lead,0,Copper,0,130,RIVERBANK DR,FLINT,48503
LG28025,3/24/2016,Lead,0,Copper,0,130,RIVERBANK DR,FLINT,48503
LG42165,5/3/2016,Lead,0,Copper,70,130,RIVERBANK DR,FLINT,48503
LG49143,6/2/2016,Lead,0,Copper,90,130,RIVERBANK DR,FLINT,48503
LG02971,1/23/2016,Lead,0,Copper,0,402 ,RIVERBANK DR,FLINT,48503
LG49142,6/2/2016,Lead,0,Copper,0,403,RIVERBANK DR,FLINT,48503
LG49148,6/2/2016,Lead,0,Copper,0,409,RIVERBANK DR,FLINT,48503
LG49144,6/2/2016,Lead,0,Copper,0,413,RIVERBANK DR,FLINT,48503
LG42161,5/3/2016,Lead,0,Copper,70,416,RIVERBANK DR,FLINT,48503
LG42177,5/3/2016,Lead,0,Copper,0,420,RIVERBANK DR,FLINT,48503
LG28019,3/24/2016,Lead,0,Copper,0,422,RIVERBANK DR,FLINT,48503
LG04387,1/26/2016,Lead,0,Copper,0,1301 ,RIVERDALE RD,FLINT,48503
LG27938,3/24/2016,Lead,0,Copper,570,1309,RIVERDALE RD,FLINT,48503
LG07815,2/2/2016,Lead,0,Copper,90,1317 ,RIVERDALE RD,FLINT,48503
LG07425,2/2/2016,Lead,0,Copper,200,1067 ,RIVERFOREST DR,FLINT,
LG04516,1/26/2016,Lead,0,Copper,0,1078 ,RIVERFOREST DR,FLINT,48532
LG03594,1/25/2016,Lead,0,Copper,0,1293 ,RIVERFOREST DR,FLINT,48532
LG35443,4/13/2016,Lead,0,Copper,0,9086,RIVERGROVE DR,FLUSHING,48433
LG26900,3/22/2016,Lead,0,Copper,90,2701,RIVERRIDGE CT,FLINT,48505
LG26893,3/22/2016,Lead,1,Copper,0,2721,RIVERRIDGE CT,FLINT,48505
LG26898,3/22/2016,Lead,0,Copper,0,2735,RIVERRIDGE CT,FLINT,48505
LG26907,3/22/2016,Lead,0,Copper,0,2743,RIVERRIDGE CT,FLINT,48505
LG46231,5/19/2016,Lead,0,Copper,0,1060,RIVERVALLEY DR #1064,FLINT,48532
LG08624,2/3/2016,Lead,4,Copper,0,8107 ,RIVERVIEW DR,FLINT,48532
LG32199,4/6/2016,Lead,0,Copper,60,3047,ROANOKE ST,FLINT,48504
LG09399,2/4/2016,Lead,1,Copper,80,311 ,ROBBIE LN,FLINT,
LG23499,3/15/2016,Lead,2,Copper,70,311,ROBBIE LN,FLINT,48505
LG00530,1/19/2016,Lead,1,Copper,110,328 ,ROBBIE LN,FLINT,48505
LG18549,2/26/2016,Lead,1,Copper,150,328 ,ROBBIE LN,FLINT,48505
LG19969,3/3/2016,Lead,0,Copper,240,328 ,ROBBIE LN,FLINT,48505
LG23996,3/16/2016,Lead,0,Copper,70,328,ROBBIE LN,FLINT,48505
LG30061,3/30/2016,Lead,0,Copper,100,328,ROBBIE LN,FLINT,48505
LG35082,4/13/2016,Lead,0,Copper,110,328,ROBBIE LN,FLINT,48505
LG13593,2/16/2016,Lead,0,Copper,0,338 ,ROBBIE LN,FLINT,48505
LG18545,2/26/2016,Lead,0,Copper,0,338 ,ROBBIE LN,FLINT,48505
LG19365,3/2/2016,Lead,0,Copper,0,338 ,ROBBIE LN,FLINT,48505
LG19369,3/2/2016,Lead,0,Copper,0,338 ,ROBBIE LN,FLINT,48505
LG23992,3/16/2016,Lead,0,Copper,0,338,ROBBIE LN,FLINT,48505
LG23997,3/16/2016,Lead,0,Copper,0,338,ROBBIE LN,FLINT,48505
LG30107,3/30/2016,Lead,0,Copper,0,338,ROBBIE LN,FLINT,48505
LG35062,4/13/2016,Lead,0,Copper,0,338,ROBBIE LN,FLINT,48505
LG15001,2/17/2016,Lead,3,Copper,80,341 ,ROBBIE LN,FLINT,48505
LG00517,1/19/2016,Lead,5,Copper,260,353 ,ROBBIE LN,FLINT,48505
LG18126,2/25/2016,Lead,3,Copper,250,353 ,ROBBIE LN,FLINT,48505
LG19371,3/2/2016,Lead,2,Copper,240,353 ,ROBBIE LN,FLINT,48505
LG23999,3/16/2016,Lead,154,Copper,510,353,ROBBIE LN,FLINT,48505
LG30013,3/30/2016,Lead,7,Copper,240,353,ROBBIE LN,FLINT,48505
LG37084,4/18/2016,Lead,7,Copper,160,353,ROBBIE LN,FLINT,48505
LG06854,2/1/2016,Lead,7,Copper,130,354 ,ROBBIE LN,FLINT,48505
LG18119,2/25/2016,Lead,12,Copper,390,357 ,ROBBIE LN,FLINT,48505
LG19408,3/2/2016,Lead,1,Copper,140,357 ,ROBBIE LN,FLINT,48505
LG24339,3/16/2016,Lead,4,Copper,200,357,ROBBIE LN,FLINT,48505
LG30084,3/30/2016,Lead,3,Copper,190,357,ROBBIE LN,FLINT,48505
LG35073,4/13/2016,Lead,3,Copper,190,357,ROBBIE LN,FLINT,48505
LG03610,1/25/2016,Lead,0,Copper,180,1149 ,ROBERT T LONGWAY BLVD,FLINT,48502
LG26790,3/22/2016,Lead,0,Copper,240,1149,ROBERT T LONGWAY BLVD,FLINT,48502
LG49226,6/2/2016,Lead,0,Copper,240,1149,ROBERT T LONGWAY BLVD,FLINT,48502
LG24526,3/16/2016,Lead,6,Copper,170,1172,ROBERT T LONGWAY BLVD,FLINT,48503
LG04800,1/27/2016,Lead,4,Copper,140,2014 ,ROBERT T LONGWAY BLVD,FLINT,48503
LG08425,2/3/2016,Lead,0,Copper,0,2034 ,ROBERT T LONGWAY BLVD,FLINT,48503
LG09273,2/4/2016,Lead,0,Copper,80,2102 ,ROBERT T LONGWAY BLVD,FLINT,48503
LG07657,2/2/2016,Lead,0,Copper,0,2402 ,ROBERT T LONGWAY BLVD,FLINT,48506
LG00620,1/19/2016,Lead,2,Copper,120,2890 ,ROBERT T LONGWAY BLVD,FLINT,48506
LG00982,1/20/2016,Lead,1,Copper,110,2890 ,ROBERT T LONGWAY BLVD,FLINT,48406
LG06900,2/1/2016,Lead,0,Copper,0,2926 ,ROBERT T LONGWAY BLVD,FLINT,48506
LF87408,10/13/2015,Lead,2,Copper,550,3200 ,ROBERT T LONGWAY BLVD,FLINT,48506
LG14020,2/16/2016,Lead,0,Copper,"3,210",3200 ,ROBERT T LONGWAY BLVD,FLINT,48506
LG14021,2/16/2016,Lead,0,Copper,0,3200 ,ROBERT T LONGWAY BLVD,FLINT,48506
LF87366,10/13/2015,Lead,17,Copper,"1,380",3200 ,ROBERT T LONGWAY BLVD #2,FLINT,48506
LG10789,2/8/2016,Lead,0,Copper,180,2402 ,ROBERT T LONGWAY BLVD #3,FLINT,48506
LG06366,1/30/2016,Lead,0,Copper,0,2302 ,ROBERT T LONGWAY BLVD APT 202,FLINT,48503
LG16849,2/23/2016,Lead,0,Copper,210,1149 ,ROBERT T LONGWAY BLVD PO BOX 3597,FLINT,48502
LG39900,4/27/2016,Lead,0,Copper,350,1149,ROBERT T LONGWAY BVLD,FLINT,48502
LG06765,2/1/2016,Lead,0,Copper,0,5228 ,ROBERTS DR,FLINT,48506
LG25299,3/18/2016,Lead,0,Copper,140,5237,ROBERTS DR,FLINT,48506
LG05757,1/28/2016,Lead,8,Copper,190,3419 ,ROBIN ST,FLINT,48505
LF90460,11/4/2015,Lead,4,Copper,0,3510 ,ROBIN ST,FLINT,48505
LG05542,1/28/2016,Lead,0,Copper,0,169 ,ROCHFORD SQ,FLINT,48507
LG07571,2/2/2016,Lead,0,Copper,70,1802 ,ROCKCREEK LN,FLINT,48507
LG12682,2/12/2016,Lead,8,Copper,340,1813 ,ROCKCREEK LN,FLINT,48507
LG06354,1/30/2016,Lead,0,Copper,100,1818 ,ROCKCREEK LN,FLINT,48507
LG28339,3/26/2016,Lead,1,Copper,80,1818,ROCKCREEK LN,FLINT,48507
LG38271,4/22/2016,Lead,1,Copper,100,1818,ROCKCREEK LN,FLINT,48507
LG02178,1/21/2016,Lead,0,Copper,100,1821 ,ROCKCREEK LN,FLINT,48507
LG09128,2/4/2016,Lead,0,Copper,190,1822 ,ROCKCREEK LN,FLINT,48507
LG12739,2/12/2016,Lead,0,Copper,80,1829 ,ROCKCREEK LN,FLINT,48507
LG07567,2/2/2016,Lead,0,Copper,100,1837 ,ROCKCREEK LN,FLINT,48507
LG22573,3/11/2016,Lead,0,Copper,0,1837,ROCKCREEK LN,FLINT,48507
LG08488,2/3/2016,Lead,0,Copper,0,1909 ,ROCKCREEK LN,FLINT,48507
LG07507,2/2/2016,Lead,0,Copper,0,1914 ,ROCKCREEK LN,FLINT,48507
LG11461,2/9/2016,Lead,0,Copper,0,1921 ,ROCKCREEK LN,FLINT,48507
LG16367,2/21/2016,Lead,0,Copper,120,1933 ,ROCKCREEK LN,FLINT,48507
LG08356,2/3/2016,Lead,2,Copper,50,1066 ,RONALD ST,FLINT,48507
LG14914,2/17/2016,Lead,0,Copper,0,1066 ,RONALD ST,FLINT,48507
LG32966,4/7/2016,Lead,0,Copper,0,1066,RONALD ST,FLINT,48507
LG18834,2/29/2016,Lead,0,Copper,0,1501 ,RONNIE ST,FLINT,48507
LG04123,1/26/2016,Lead,2,Copper,0,607 ,ROOME CT,FLINT,48503
LG17351,2/24/2016,Lead,2,Copper,0,607 ,ROOME CT,FLINT,48503
LG01898,1/21/2016,Lead,1,Copper,70,611 ,ROOME CT,FLINT,
LG17552,2/24/2016,Lead,0,Copper,100,611 ,ROOME CT,FLINT,48503
LG19991,3/3/2016,Lead,0,Copper,110,611 ,ROOME CT,FLINT,48503
LG24385,3/16/2016,Lead,2,Copper,0,611,ROOME CT,FLINT,48503
LG31249,4/4/2016,Lead,2,Copper,90,611,ROOME CT,FLINT,48503
LG34839,4/13/2016,Lead,0,Copper,100,611,ROOME CT,FLINT,48503
LG06400,1/30/2016,Lead,5,Copper,70,616 ,ROOME CT,FLINT,48503
LG48002,5/26/2016,Lead,2,Copper,0,616,ROOME CT,FLINT,48503
LG48029,5/26/2016,Lead,2,Copper,60,616,ROOME CT,FLINT,48503
LG22491,3/11/2016,Lead,0,Copper,0,617,ROOME CT,FLINT,48503
LG29173,3/28/2016,Lead,256,Copper,170,620,ROOME CT,FLINT,48503
LG29178,3/28/2016,Lead,0,Copper,0,620,ROOME CT,FLINT,48503
LG34340,4/11/2016,Lead,62,Copper,60,620,ROOME CT,FLINT,48503
LG04224,1/26/2016,Lead,3,Copper,70,621 ,ROOME CT,FLINT,48503
LG04230,1/26/2016,Lead,0,Copper,0,621 ,ROOME CT,FLINT,48503
LG29794,3/30/2016,Lead,1,Copper,0,621,ROOME CT,FLINT,48503
LG35761,4/14/2016,Lead,2,Copper,0,621,ROOME CT,FLINT,48503
LG21763,3/9/2016,Lead,6,Copper,0,624,ROOME CT,FLINT,48503
LG07986,2/2/2016,Lead,6,Copper,100,628 ,ROOME CT,FLINT,48503
LF94262,12/2/2015,Lead,6,Copper,230,629 ,ROOME CT,FLINT,48503
LG08743,2/3/2016,Lead,3,Copper,110,629 ,ROOME CT,FLINT,48503
LG03029,1/24/2016,Lead,35,Copper,170,1233 ,ROOSEVELT AVE,FLINT,48503
LG04534,1/26/2016,Lead,3,Copper,100,1242 ,ROOSEVELT AVE,FLINT,48503
LG07827,2/2/2016,Lead,3,Copper,0,1314 ,ROOSEVELT AVE,FLINT,48503
LG31382,4/4/2016,Lead,2,Copper,150,1326,ROOSEVELT AVE,FLINT,48503
LG09965,2/5/2016,Lead,3,Copper,0,1355 ,ROOSEVELT AVE,FLINT,48503
LG02144,1/21/2016,Lead,1,Copper,0,1360 ,ROOSEVELT AVE,FLINT,48503
LG06973,2/1/2016,Lead,10,Copper,180,1364 ,ROOSEVELT AVE,FLINT,48503
LG26482,3/21/2016,Lead,7,Copper,0,1364,ROOSEVELT AVE,FLINT,48503
LG13017,2/12/2016,Lead,12,Copper,200,1367 ,ROOSEVELT AVE,FLINT,48503
LG18815,2/29/2016,Lead,1,Copper,0,1371 ,ROOSEVELT AVE,FLINT,48503
LG07672,2/2/2016,Lead,0,Copper,140,1326 ,ROOT ST,FLINT,48503
LG04097,1/26/2016,Lead,0,Copper,0,1521 ,ROOT ST,FLINT,48503
LG06470,1/31/2016,Lead,0,Copper,330,1529 ,ROOT ST,FLINT,48503
LG31355,4/4/2016,Lead,3,Copper,"1,360",1533,ROOT ST,FLINT,48503
LG30242,3/30/2016,Lead,88,Copper,560,1926,ROOT ST,FLINT,48505
LG01280,1/21/2016,Lead,7,Copper,0,2005 ,ROOT ST,FLINT,48505
LG12621,2/12/2016,Lead,1,Copper,0,5087 ,ROSE LN,FLINT,48506
LG15480,2/18/2016,Lead,1,Copper,0,6801 ,ROSEANNA DR,FLINT,48505
LG23148,3/14/2016,Lead,81,Copper,100,1064,ROSEDALE AVE,FLINT,48505
LG13405,2/15/2016,Lead,0,Copper,0,1113 ,ROSEDALE AVE,FLINT,48505
LG20474,3/4/2016,Lead,0,Copper,0,1125 ,ROSEDALE AVE,FLINT,48505
LG06178,1/29/2016,Lead,0,Copper,0,1706 ,ROSELAWN DR,FLINT,48504
LG16481,2/22/2016,Lead,1,Copper,0,1713 ,ROSELAWN DR,FLINT,48504
LG29135,3/28/2016,Lead,0,Copper,0,1713,ROSELAWN DR,FLINT,48504
LG17902,2/24/2016,Lead,0,Copper,0,1717 ,ROSELAWN DR,FLINT,48504
LG29129,3/28/2016,Lead,0,Copper,0,1717,ROSELAWN DR,FLINT,48504
LG55266,6/23/2016,Lead,0,Copper,0,1717,ROSELAWN DR,FLINT,48504
LG01643,1/21/2016,Lead,0,Copper,0,1718 ,ROSELAWN DR,FLINT,48504
LG14241,2/16/2016,Lead,0,Copper,0,1718 ,ROSELAWN DR,FLINT,48504
LG09401,2/4/2016,Lead,0,Copper,0,1813 ,ROSELAWN DR,FLINT,48504
LG16254,2/20/2016,Lead,0,Copper,0,1825 ,ROSELAWN DR,FLINT,48504
LG06418,1/30/2016,Lead,0,Copper,0,1909 ,ROSELAWN DR,FLINT,48504
LG43592,5/10/2016,Lead,0,Copper,0,1909,ROSELAWN DR,FLINT,48504
LG12249,2/11/2016,Lead,0,Copper,0,1913 ,ROSELAWN DR,FLINT,48504
LG39946,4/27/2016,Lead,0,Copper,90,100,ROSEWOOD DR,FLINT,48505
LG10208,2/6/2016,Lead,0,Copper,60,5062 ,ROSSWAY DR,FLINT,48506
LG10596,2/7/2016,Lead,1,Copper,0,5092 ,ROSSWAY DR,FLINT,48506
LG16299,2/20/2016,Lead,0,Copper,50,5109 ,ROSSWAY DR,FLINT,48506
LG16829,2/23/2016,Lead,0,Copper,180,1071 ,ROYALCREST DR,FLINT,48532
LG06212,1/29/2016,Lead,0,Copper,0,3590 ,RUE FORET DR,FLINT,48532
LG26326,3/20/2016,Lead,4,Copper,0,3700,RUE FORET DR #240,FLINT,48532
LG09304,2/4/2016,Lead,0,Copper,70,3540 ,RUE FORET DR APT #39 RIVER FOREST,FLINT,48532
LG16590,2/22/2016,Lead,0,Copper,370,3520 ,RUE FORET DR APT 22,FLINT,48532
LG10204,2/6/2016,Lead,0,Copper,100,3510 ,RUE FORET DR APT 7,FLINT,48532
LG17315,2/24/2016,Lead,2,Copper,0,1013 ,RUSSELL,FLINT,48505
LG10880,2/8/2016,Lead,1,Copper,0,6701 ,RUSSET CT,FLINT,48504
LG05907,1/29/2016,Lead,1,Copper,0,1617 ,RUSSET PL,FLINT,
LG06741,2/1/2016,Lead,0,Copper,0,1701 ,RUSSET PL,FLINT,48504
LG09221,2/4/2016,Lead,2,Copper,50,1711 ,RUSSET PL,FLINT,48504
LG04058,1/26/2016,Lead,0,Copper,0,1815 ,RUSSET PL,FLINT,48504
LG23473,3/15/2016,Lead,0,Copper,50,6708,RUSSETT CT,FLINT,48504
LG02221,1/21/2016,Lead,2,Copper,0,1607 ,RUSSETT PL,FLINT,48504
LG30146,3/30/2016,Lead,0,Copper,0,1394,RYAN ST,FLINT,48532
LG56895,6/30/2016,Lead,1,Copper,60,1856,S AVERILL,FLINT,48503
LG36268,4/15/2016,Lead,0,Copper,170,115,S AVERILL AVE,FLINT,48506
LG09795,2/5/2016,Lead,0,Copper,200,1200 ,S AVERILL AVE,FLINT,48503
LF88304,10/20/2015,Lead,1,Copper,0,1856 ,S AVERILL AVE,FLINT,48503
LF97323,12/18/2015,Lead,2,Copper,0,1902 ,S AVERILL AVE,FLINT,48507
LG39198,4/25/2016,Lead,0,Copper,0,1905,S AVERILL AVE,FLINT,48503
LG11371,2/9/2016,Lead,9,Copper,110,1910 ,S AVERILL AVE,FLINT,48503
LG05156,1/27/2016,Lead,0,Copper,0,1915 ,S AVERILL AVE,FLINT,48503
LG04783,1/27/2016,Lead,0,Copper,0,1916 ,S AVERILL AVE,FLINT,48503
LG21362,3/8/2016,Lead,0,Copper,0,1946,S AVERILL AVE,FLINT,48503
LG08396,2/3/2016,Lead,0,Copper,0,1947 ,S AVERILL AVE,FLINT,48503
LG22737,3/12/2016,Lead,63,Copper,960,2006,S AVERILL AVE,FLINT,48503
LG12006,2/10/2016,Lead,213,Copper,1100,2041,S AVERILL AVE,FLINT,48503
LG23460,3/15/2016,Lead,2,Copper,90,2030,S AVERILL AVE APT 2C,FLINT,48503
LG11327,2/9/2016,Lead,33,Copper,380,402 ,S BALLENGER HWY,FLINT,48532
LG38530,4/25/2016,Lead,0,Copper,90,402,S BALLENGER HWY,FLINT,48532
LG16815,2/23/2016,Lead,15,Copper,310,944 ,S BALLENGER HWY,FLINT,48532
LG07968,2/2/2016,Lead,2,Copper,140,945 ,S BALLENGER HWY,FLINT,48532
LG18785,2/29/2016,Lead,3,Copper,150,971 ,S BALLENGER HWY,FLINT,48532
LG03597,1/25/2016,Lead,2,Copper,60,976 ,S BALLENGER HWY,FLINT,48532
LG12279,2/11/2016,Lead,0,Copper,120,979 ,S BALLENGER HWY,FLINT,48532
LG01542,1/21/2016,Lead,0,Copper,0,1055 ,S BALLENGER HWY,FLINT,48532
LG19194,3/1/2016,Lead,4,Copper,0,1302 ,S BALLENGER HWY,FLINT,48532
LG19287,3/1/2016,Lead,0,Copper,0,1302 ,S BALLENGER HWY,FLINT,48532
LG03760,1/25/2016,Lead,0,Copper,90,1412 ,S BALLENGER HWY,FLINT,48532
LG17876,2/24/2016,Lead,1,Copper,80,1412 ,S BALLENGER HWY,FLINT,48532
LG15469,2/18/2016,Lead,128,Copper,200,1502 ,S BALLENGER HWY,FLINT,48532
LG15984,2/19/2016,Lead,0,Copper,0,1502 ,S BALLENGER HWY,FLINT,48532
LG30955,4/1/2016,Lead,2,Copper,0,11987,S BELSAY RD,GRAND BLANC,48439
LF88299,10/20/2015,Lead,1,Copper,160,1700 ,S CENTER RD,FLINT,48504
LG12319,2/11/2016,Lead,0,Copper,0,2173 ,S CENTER RD APT 220,BURTON,48519
LG25272,3/18/2016,Lead,161,Copper,"3,420",2287,S CENTER RD APT 603,BURTON,48509
LG06563,1/31/2016,Lead,0,Copper,0,406 ,S CENTER RD STE A,FLINT,48506
LG02103,1/21/2016,Lead,3,Copper,110,750 ,S CENTER ST,FLINT,48506
LG23525,3/15/2016,Lead,1,Copper,0,823,S CHAVEZ DR,FLINT,48503
LG08710,2/3/2016,Lead,1,Copper,50,2017 ,S CHELAN ST,FLINT,48503
LG56870,6/30/2016,Lead,13,Copper,150,1473,S CORNELL,FLINT,48505
LG29483,3/29/2016,Lead,2,Copper,110,1080,S CORNELL AVE,FLINT,48505
LG56036,6/28/2016,Lead,6,Copper,110,1080,S CORNELL AVE,FLINT,48505
LG02086,1/21/2016,Lead,0,Copper,0,1123 ,S CORNELL AVE,FLINT,48505
LG22761,3/12/2016,Lead,0,Copper,0,121,S CUMBERLAND ST,FLINT,48503
LG10092,2/6/2016,Lead,5,Copper,70,202 ,S CUMBERLAND ST,FLINT,48503
LG01790,1/21/2016,Lead,0,Copper,0,203 ,S CUMBERLAND ST,FLINT,
LG13672,2/16/2016,Lead,0,Copper,0,203 ,S CUMBERLAND ST,FLINT,48503
LG18484,2/26/2016,Lead,0,Copper,0,203 ,S CUMBERLAND ST,FLINT,48503
LG25104,3/18/2016,Lead,0,Copper,0,203,S CUMBERLAND ST,FLINT,48503
LG29666,3/30/2016,Lead,0,Copper,0,203,S CUMBERLAND ST,FLINT,48503
LG34834,4/13/2016,Lead,0,Copper,0,203,S CUMBERLAND ST,FLINT,48503
LF97339,12/18/2015,Lead,0,Copper,0,209 ,S CUMBERLAND ST,FLINT,
LG25016,3/17/2016,Lead,0,Copper,0,209,S CUMBERLAND ST,FLINT,48503
LG06764,2/1/2016,Lead,0,Copper,0,218 ,S CUMBERLAND ST,FLINT,48503
LG17849,2/24/2016,Lead,0,Copper,0,221 ,S CUMBERLAND ST,FLINT,48503
LG14728,2/17/2016,Lead,0,Copper,0,2016 ,S DEXTER ST,FLINT,48503-4524
LG03502,1/25/2016,Lead,0,Copper,0,2028 ,S DEXTER ST,FLINT,
LG11985,2/10/2016,Lead,0,Copper,60,2035 ,S DEXTER ST,FLINT,48503
LG04509,1/26/2016,Lead,3,Copper,180,113 ,S DORT HWY,FLINT,48503
LG14731,2/17/2016,Lead,3,Copper,140,113 ,S DORT HWY,FLINT,48503
LG06390,1/30/2016,Lead,0,Copper,0,512 ,S DORT HWY,FLINT,48503
LG13345,2/15/2016,Lead,0,Copper,220,705 ,S DORT HWY,FLINT,48503
LG13355,2/15/2016,Lead,0,Copper,0,705 ,S DORT HWY,FLINT,48503
LG10089,2/6/2016,Lead,44,Copper,190,915 ,S DORT HWY,FLINT,48503
LG24926,3/17/2016,Lead,3,Copper,140,915,S DORT HWY,FLINT,48503
LG00450,1/19/2016,Lead,0,Copper,"3,490",1401 ,S DORT HWY,FLINT,48503
LG00462,1/19/2016,Lead,2,Copper,240,1401 ,S DORT HWY,FLINT,48503
LG00468,1/19/2016,Lead,0,Copper,130,1401 ,S DORT HWY,FLINT,48503
LG00469,1/19/2016,Lead,0,Copper,110,1401 ,S DORT HWY,FLINT,48503
LG00512,1/19/2016,Lead,1,Copper,280,1401 ,S DORT HWY,FLINT,48503
LG11806,2/10/2016,Lead,0,Copper,380,1401 ,S DORT HWY,FLINT,
LG00851,1/20/2016,Lead,0,Copper,0,1717 ,S DORT HWY,FLINT,48503
LG07506,2/2/2016,Lead,0,Copper,0,1831 ,S DORT HWY,FLINT,48503
LG09126,2/4/2016,Lead,0,Copper,0,1942 ,S DORT HWY,FLINT,48503
LG36287,4/15/2016,Lead,2,Copper,80,2054,S DORT HWY,FLINT,48503
LG22760,3/12/2016,Lead,1,Copper,260,2058,S DORT HWY,FLINT,48503
LG08335,2/3/2016,Lead,0,Copper,0,2320 ,S DORT HWY,FLINT,48507
LG09695,2/5/2016,Lead,3,Copper,520,2330 ,S DORT HWY,FLINT,48507
LG10018,2/5/2016,Lead,97,Copper,160,2330 ,S DORT HWY,FLINT,48507
LG17853,2/24/2016,Lead,0,Copper,0,2330 ,S DORT HWY,FLINT,48507
LG17856,2/24/2016,Lead,0,Copper,0,2330 ,S DORT HWY,FLINT,48507
LG17857,2/24/2016,Lead,112,Copper,210,2330 ,S DORT HWY,FLINT,48507
