Year,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
2005,Scott Clemmensen\clemmsc01,28,NJD,13,,3,4,2,35,295,260,0.881,3.35,0,1.2,627,,,,,,0,0,0,0
2005,Dan Cloutier\cloutda01,29,VAN,13,,8,3,1,36,334,298,0.892,3.11,0,1.7,681,,,,109,-3.02,0,0,0,4
2005,Gerald Coleman\colemge01,20,TBL,2,,0,0,1,2,17,15,0.882,2.77,0,0.1,43,,,,,,0,0,0,0
2005,Ty Conklin\conklty01,29,EDM,18,,8,5,1,43,359,316,0.88,2.8,1,1.4,922,,,,121,-7.56,0,0,0,2
2005,Corey Crawford\crawfco01,21,CHI,2,,0,0,1,5,41,36,0.878,3.47,0,0.1,86,,,,,,0,0,0,0
2005,Yann Danis\danisya01,24,MTL,6,,3,2,0,14,152,138,0.908,2.69,1,1,312,,,,,,0,0,0,0
2005,Marc Denis\denisma01,28,CBJ,49,,21,25,1,151,1505,1354,0.9,3.25,1,8.9,2786,,,,102,-2.41,0,1,1,2
2005,Rick DiPietro\dipieri01,24,NYI,63,,30,24,5,180,1797,1617,0.9,3.02,1,10.6,3572,,,,101,-2.58,0,1,1,28
2005,Reinhard Divis\divisre01,30,STL,12,,0,5,1,37,231,194,0.84,4.67,0,-0.1,475,,,,,,0,0,0,0
2005,Wade Dubielewicz\dubiewa01,27,NYI,7,,2,3,0,15,145,130,0.897,2.9,0,0.8,310,,,,,,0,0,0,0
2005,Mike Dunham\dunhami01,33,ATL,17,,8,5,2,36,336,300,0.893,2.77,1,1.7,779,,,,109,-2.83,0,0,0,0
2005,Brian Eklund\eklunbr01,25,TBL,1,,0,1,0,3,19,16,0.842,3.09,0,0,58,,,,,,0,0,0,0
2005,Ray Emery\emeryra01,23,OTT,39,,23,11,4,102,1045,943,0.902,2.82,3,6.5,2168,,,,99,1.17,0,1,1,2
2005,Robert Esche\eschero01,28,PHI,40,,22,11,5,113,1099,986,0.897,2.97,1,6.2,2286,,,,104,-4.49,0,3,3,4
2005,Manny Fernandez\fernama01,31,MIN,58,,30,18,7,130,1612,1482,0.919,2.29,1,12.8,3411,,,,82,29.16,0,3,3,6
2005,Brian Finley\finlebr01,24,NSH,1,,0,1,0,7,41,34,0.829,7,0,-0.1,60,,,,,,0,0,0,0
2005,Marc-Andre Fleury\fleurma01,21,PIT,50,,13,27,6,152,1485,1333,0.898,3.25,1,8.4,2809,,,,104,-5.38,0,1,1,0
2005,Michael Garnett\garnemi01,23,ATL,24,,10,7,4,73,634,561,0.885,3.44,2,2.7,1271,,,,117,-10.4,0,2,2,0
2005,Mathieu Garon\garonma01,28,LAK,63,,31,26,3,185,1738,1553,0.894,3.22,4,9.1,3446,,,,108,-13.4,0,3,3,8
2005,Martin Gerber\gerbema01,31,CAR,60,,38,14,6,162,1719,1557,0.906,2.78,3,11.2,3493,,,,95,7.72,0,2,2,4
2005,Jean-Sebastien Giguere\gigueje01,28,MDA,60,,30,15,11,150,1692,1542,0.911,2.62,2,12,3381,,,,90,17.05,0,0,0,20
2005,John Grahame\grahajo01,30,TBL,57,,29,22,1,161,1450,1289,0.889,3.06,5,6.9,3152,,,,112,-17.84,0,1,1,14
2005,Josh Harding\hardijo01,21,MIN,3,,2,1,0,8,83,75,0.904,2.59,1,0.5,185,,,,,,0,0,0,0
2005,Dominik Hasek*\hasekdo01,41,OTT,43,,28,10,4,90,1202,1112,0.925,2.09,5,10.3,2584,,,,76,28.68,0,0,0,16
2005,Adam Hauser\hausead01,25,LAK,1,,0,0,0,6,24,18,0.75,7.08,0,-0.2,51,,,,,,0,0,0,0
2005,Johan Hedberg\hedbejo01,32,DAL,19,,12,4,1,48,472,424,0.898,2.67,0,2.7,1079,,,,103,-1.4,0,2,2,6
2005,Chris Holt\holtch01,20,NYR,1,,0,0,0,0,2,2,1,0,0,0,10,,,,,,0,0,0,0
2005,Jimmy Howard\howarja02,21,DET,4,,1,2,0,10,104,94,0.904,2.99,0,0.7,201,,,,,,0,0,0,0
2005,Cristobal Huet\huetcr01,30,MTL,36,,18,11,4,77,1085,1008,0.929,2.2,7,9.7,2103,,,,72,30.12,0,0,0,0
2005,Brent Johnson\johnsbr02,28,WSH,26,,9,12,1,81,854,773,0.905,3.44,1,5.5,1413,,,,96,3.32,0,0,0,14
2005,Curtis Joseph\josepcu01,38,PHX,60,,32,21,3,166,1690,1524,0.902,2.91,4,10.3,3424,,,,99,0.86,0,1,1,18
2005,Nikolai Khabibulin\khabini01,33,CHI,50,,17,26,6,157,1379,1222,0.886,3.35,0,6.2,2815,,,,115,-20.85,0,1,1,10
2005,Miikka Kiprusoff\kiprumi01,29,CGY,74,,42,20,11,151,1951,1800,0.923,2.07,10,16.2,4380,,,,78,41.63,0,2,2,10
2005,Vitali Kolesnik\kolesvi01,26,COL,8,,3,3,0,20,178,158,0.888,3.24,0,0.8,370,,,,,,0,1,1,2
2005,Olaf Kolzig\kolziol01,35,WSH,59,,20,28,11,206,1987,1781,0.896,3.53,0,11,3506,,,,105,-9.82,0,3,3,14
2005,Jason LaBarbera\labarja01,26,LAK,29,,11,9,2,69,688,619,0.9,2.89,1,4.1,1433,,,,102,-1.07,0,1,1,0
2005,Patrick Lalime\lalimpa01,31,STL,31,,4,18,8,103,868,765,0.881,3.64,0,3.4,1699,,,,120,-17.3,0,0,0,0
2005,Pascal Leclaire\leclapa01,23,CBJ,33,,11,15,3,97,1084,987,0.911,3.23,0,7.6,1804,,,,91,10.03,0,1,1,2
2005,Manny Legace\legacma01,32,DET,51,,37,8,3,106,1244,1138,0.915,2.19,7,9.3,2905,,,,86,16.82,0,1,1,0
2005,Kari Lehtonen\lehtoka01,22,ATL,38,,20,15,0,106,1123,1017,0.906,2.94,2,7.3,2166,,,,96,4.88,0,1,1,4
2005,David LeNeveu\lenevda01,22,PHX,15,,3,8,2,44,386,342,0.886,3.24,0,1.7,814,,,,115,-5.89,0,0,0,0
2005,Henrik Lundqvist\lundqhe01,23,NYR,53,,30,12,9,116,1485,1369,0.922,2.24,2,12.2,3112,,,,79,30.62,0,2,2,0
2005,Roberto Luongo\luongro01,26,FLA,75,,35,30,9,213,2488,2275,0.914,2.97,4,18.5,4305,,,,87,32.64,0,3,3,2
2005,Jussi Markkanen\markkju01,30,EDM,37,,15,12,6,105,873,768,0.88,3.13,0,3.3,2016,,,,122,-18.81,0,1,1,0
2005,Chris Mason\masonch02,29,NSH,23,,12,5,1,52,597,545,0.913,2.54,2,4.3,1227,,,,88,6.94,1,0,1,0
2005,Jamie McLennan\mclenja01,34,FLA,17,,2,4,2,34,360,326,0.906,2.85,0,2.3,678,,,,96,1.54,0,0,0,0
2005,Rob McVicar\mcvicro01,24,VAN,1,,0,0,0,0,0,0,,0,0,0,3,,,,,,0,0,0,0
2005,Ryan Miller\millery01,25,BUF,48,,30,14,3,124,1440,1316,0.914,2.6,1,10.6,2862,,,,87,18.17,0,2,2,0
2005,Mike Morrison\morrimi01,26,TOT,25,,11,4,3,54,457,403,0.882,2.95,0,1.8,1099,,,,120,-8.88,0,1,1,2
2005,Mike Morrison\morrimi01,26,EDM,21,,10,4,2,42,361,319,0.884,2.83,0,1.5,892,,,,118,-6.36,0,0,0,2
2005,Mike Morrison\morrimi01,26,OTT,4,,1,0,1,12,96,84,0.875,3.47,0,0.3,207,,,,,,0,1,1,0
2005,Adam Munro\munroad01,23,CHI,10,,3,5,2,25,234,209,0.893,3,1,1.2,501,,,,,,0,1,1,0
2005,Evgeni Nabokov\nabokev01,30,SJS,45,,16,19,7,133,1160,1027,0.885,3.1,1,5.1,2575,,,,116,-18.47,0,1,1,18
2005,Antero Niittymaki\niittan01,25,PHI,46,,23,15,6,133,1266,1133,0.895,2.97,2,6.8,2690,,,,106,-8.01,0,1,1,0
2005,Mika Noronen\noronmi01,26,TOT,8,,2,3,0,22,154,132,0.857,3.9,0,0.2,339,,,,,,0,0,0,2
2005,Mika Noronen\noronmi01,26,VAN,4,,1,1,0,10,77,67,0.87,3.52,0,0.2,170,,,,,,0,0,0,0
2005,Mika Noronen\noronmi01,26,BUF,4,,1,2,0,12,77,65,0.844,4.27,0,0,169,,,,,,0,0,0,2
2005,Chris Osgood\osgooch01,33,DET,32,,20,6,5,85,828,743,0.897,2.76,2,4.7,1846,,,,104,-3.25,0,0,0,8
2005,Maxime Ouellet\ouellma01,24,VAN,4,,0,2,1,12,113,101,0.894,3.25,0,0.6,222,,,,,,0,0,0,2
2005,Martin Prusek\prusema01,30,CBJ,9,,3,3,0,20,165,145,0.879,3.21,0,0.6,373,,,,,,0,0,0,0
2005,Andrew Raycroft\raycran01,25,BOS,30,,8,19,2,100,824,724,0.879,3.72,0,3,1619,,,,123,-18.64,0,0,0,0
2005,Pekka Rinne\rinnepe01,23,NSH,2,,1,1,0,4,40,36,0.9,3.8,0,0.2,63,,,,,,0,0,0,0
2005,Dwayne Roloson\rolosdw01,36,TOT,43,,14,24,5,115,1256,1141,0.908,2.73,2,8.6,2524,,,,93,9.01,0,1,1,8
2005,Dwayne Roloson\rolosdw01,36,MIN,24,,6,17,1,68,759,691,0.91,3,1,5.3,1361,,,,91,6.94,0,0,0,6
2005,Dwayne Roloson\rolosdw01,36,EDM,19,,8,7,4,47,497,450,0.905,2.43,1,3.2,1163,,,,96,2.07,0,1,1,2
2005,Dany Sabourin\sabouda01,25,PIT,1,,0,1,0,4,14,10,0.714,11.68,0,-0.2,21,,,,,,0,0,0,0
2005,Curtis Sanford\sanfocu01,26,STL,34,,13,13,5,81,885,804,0.908,2.66,3,6,1830,,,,93,6.38,0,0,0,0
2005,Philippe Sauve\sauveph01,25,TOT,13,,3,7,0,39,330,291,0.882,3.97,0,1.3,589,,,,120,-6.42,0,0,0,21
2005,Philippe Sauve\sauveph01,25,CGY,8,,3,3,0,22,202,180,0.891,3.28,0,1,402,,,,,,0,0,0,21
2005,Philippe Sauve\sauveph01,25,PHX,5,,0,4,0,17,128,111,0.867,5.46,0,0.3,187,,,,,,0,0,0,0
2005,Nolan Schaefer\schaeno01,26,SJS,7,,5,1,0,11,138,127,0.92,1.88,1,1.1,352,,,,,,0,0,0,2
2005,Steve Shields\shielst01,33,ATL,5,,1,2,1,19,129,110,0.853,4.28,0,0.1,266,,,,,,0,0,0,0
2005,Jordan Sigalet\sigaljo01,24,BOS,1,,0,0,0,0,0,0,,0,0,0,1,,,,,,0,0,0,0
2005,Garth Snow\snowga01,36,NYI,20,,4,13,1,68,595,527,0.886,3.72,0,2.6,1096,,,,116,-9.25,0,0,0,2
2005,Mikael Tellqvist\tellqmi01,26,TOR,25,,10,11,2,73,697,624,0.895,3.13,2,3.8,1399,,,,106,-4.18,0,0,0,0
2005,Jose Theodore\theodjo01,29,TOT,43,,18,18,6,137,1158,1021,0.882,3.41,0,4.6,2410,,,,120,-22.67,0,1,1,2
2005,Jose Theodore\theodjo01,29,MTL,38,,17,15,5,122,1025,903,0.881,3.46,0,4,2114,,,,121,-20.8,0,1,1,2
2005,Jose Theodore\theodjo01,29,COL,5,,1,3,1,15,133,118,0.887,3.04,0,0.6,296,,,,,,0,0,0,0
2005,Jocelyn Thibault\thibajo01,31,PIT,16,,1,9,3,60,484,424,0.876,4.47,0,1.6,807,,,,126,-12.21,0,0,0,2
2005,Tim Thomas\thomati01,31,BOS,38,,12,13,10,101,1213,1112,0.917,2.77,1,9.3,2187,,,,84,18.76,0,1,1,4
2005,Hannu Toivonen\toivoha01,21,BOS,20,,9,5,4,51,590,539,0.914,2.63,1,4.3,1163,,,,88,7.25,0,0,0,6
2005,Vesa Toskala\toskave01,28,SJS,37,,23,7,4,87,878,791,0.901,2.59,2,5.3,2039,,,,100,-0.31,0,1,1,4
2005,Marty Turco\turcoma01,30,DAL,68,,41,19,5,166,1624,1458,0.898,2.55,3,9.2,3910,,,,104,-5.66,0,2,2,28
2005,Tomas Vokoun\vokouto01,29,NSH,61,,36,18,7,160,1984,1824,0.919,2.67,4,15.8,3601,,,,82,35.88,0,2,2,26
2005,Cam Ward\wardca01,21,CAR,28,,14,8,2,91,773,682,0.882,3.68,0,3.1,1484,,,,119,-14.68,0,2,2,0
2005,Kevin Weekes\weekeke01,30,NYR,32,,14,14,3,91,867,776,0.895,2.86,0,4.7,1850,,,,106,-5.4,0,1,1,4
2006,David Aebischer\aebisda01,28,MTL,32,,13,12,3,93,929,836,0.9,3.17,0,5.1,1760,,,,106,-4.97,0,0,0,2
2006,Craig Anderson\andercr01,25,FLA,5,,1,1,1,8,116,108,0.931,2.21,0,1,217,,,,,,0,0,0,0
2006,Jean-Sebastien Aubin\aubinje01,29,TOR,20,,3,5,2,46,371,325,0.876,3.43,0,1.1,804,,,,131,-10.84,0,0,0,0
2006,Alex Auld\auldal01,26,FLA,27,,7,13,5,82,729,647,0.888,3.35,1,3,1471,,,,119,-12.92,0,1,1,2
2006,Jason Bacashihua\bacasja01,24,STL,19,,3,7,3,47,450,403,0.896,3.16,0,2.3,894,,,,110,-4.36,0,0,0,2
2006,Niklas Backstrom\backsni01,28,MIN,41,,23,8,6,73,1028,955,0.929,1.97,5,9,2227,,,,75,24.41,0,1,1,2
2006,Ed Belfour*\belfoed01,41,FLA,58,,27,17,10,152,1550,1398,0.902,2.77,1,8.9,3289,,,,103,-5.12,0,2,2,10
2006,Martin Biron\bironma01,29,TOT,35,,18,12,3,101,1042,941,0.903,3.03,0,6.1,2001,,,,102,-2.26,0,0,0,25
2006,Martin Biron\bironma01,29,BUF,19,,12,4,1,54,533,479,0.899,3.04,0,2.9,1066,,,,107,-3.49,0,0,0,25
2006,Martin Biron\bironma01,29,PHI,16,,6,8,2,47,509,462,0.908,3.01,0,3.2,935,,,,97,1.23,0,0,0,0
2006,Brian Boucher\bouchbr01,30,TOT,18,,2,11,3,54,456,402,0.882,3.34,1,1.6,969,,,,125,-10.79,0,0,0,0
2006,Brian Boucher\bouchbr01,30,CHI,15,,1,10,3,45,389,344,0.884,3.27,1,1.5,827,,,,122,-8.14,0,0,0,0
2006,Brian Boucher\bouchbr01,30,CBJ,3,,1,1,0,9,67,58,0.866,3.79,0,0.1,142,,,,,,0,0,0,0
2006,Martin Brodeur*\brodema01,34,NJD,78,,48,23,7,171,2182,2011,0.922,2.18,12,17.3,4697,,,,83,35.76,0,1,1,12
2006,Barry Brust\brustba01,23,LAK,11,,2,4,1,30,245,215,0.878,3.7,0,0.7,486,,,,,,0,0,0,0
2006,Ilya Bryzgalov\bryzgil01,26,ANA,27,,10,8,6,62,668,606,0.907,2.47,1,4.2,1509,,,,98,1.3,0,0,0,0
2006,Peter Budaj\budajpe01,24,COL,57,,31,16,6,143,1499,1356,0.905,2.68,3,9.1,3199,,,,101,-0.96,0,2,2,0
2006,Sean Burke\burkese01,40,LAK,23,,6,10,5,68,687,619,0.901,3.12,1,3.9,1310,,,,104,-2.9,0,1,1,4
2006,Sebastien Caron\caronse01,26,TOT,2,,1,0,0,2,31,29,0.935,1.36,0,0.3,88,,,,,,0,0,0,0
2006,Sebastien Caron\caronse01,26,CHI,1,,1,0,0,1,25,24,0.96,1,0,0.3,60,,,,,,0,0,0,0
2006,Sebastien Caron\caronse01,26,ANA,1,,0,0,0,1,6,5,0.833,2.12,0,0,28,,,,,,0,0,0,0
2006,Frederic Cassivi\cassifr01,31,WSH,4,,0,1,1,6,58,52,0.897,2.6,0,0.3,139,,,,,,0,0,0,0
2006,Scott Clemmensen\clemmsc01,29,NJD,6,,1,1,2,16,144,128,0.889,3.14,0,0.6,305,,,,,,0,0,0,0
2006,Dan Cloutier\cloutda01,30,LAK,24,,6,14,2,85,608,523,0.86,3.98,0,0.7,1281,,,,148,-27.39,0,1,1,21
2006,Ty Conklin\conklty01,30,TOT,16,,3,5,2,40,330,290,0.879,3.34,0,1.1,718,,,,128,-8.73,0,0,0,2
2006,Ty Conklin\conklty01,30,CBJ,11,,2,3,2,27,210,183,0.871,3.3,0,0.5,491,,,,,,0,0,0,0
2006,Ty Conklin\conklty01,30,BUF,5,,1,2,0,13,120,107,0.892,3.43,0,0.6,227,,,,,,0,0,0,2
2006,Marc Denis\denisma01,29,TBL,44,,17,18,2,125,1068,943,0.883,3.19,1,3.9,2353,,,,124,-23.8,0,0,0,2
2006,Rick DiPietro\dipieri01,25,NYI,62,,32,19,9,156,1917,1761,0.919,2.58,5,14.6,3627,,,,86,25.65,0,2,2,24
2006,Wade Dubielewicz\dubiewa01,28,NYI,8,,4,1,0,13,198,185,0.934,2.06,0,1.8,379,,,,,,0,0,0,0
2006,Mike Dunham\dunhami01,34,NYI,19,,4,10,3,61,552,491,0.889,3.74,0,2.4,979,,,,117,-8.69,0,1,1,0
2006,Ray Emery\emeryra01,24,OTT,58,,33,16,6,138,1691,1553,0.918,2.47,5,12.8,3351,,,,86,22.24,0,1,1,30
2006,Robert Esche\eschero01,29,PHI,18,,5,9,1,62,483,421,0.872,4.32,1,1.2,860,,,,135,-16.23,0,2,2,2
2006,Manny Fernandez\fernama01,32,MIN,44,,22,16,1,103,1158,1055,0.911,2.55,2,7.8,2422,,,,94,6.73,0,0,0,12
2006,Brian Finley\finlebr01,25,BOS,2,,0,1,0,3,33,30,0.909,3.04,0,0.2,59,,,,,,0,0,0,0
2006,Marc-Andre Fleury\fleurma01,22,PIT,67,,40,16,9,184,1954,1770,0.906,2.83,5,12.1,3905,,,,99,1.16,0,3,3,4
2006,Yutaka Fukufuji\fukufyu01,24,LAK,4,,0,3,0,7,43,36,0.837,4.37,0,-0.1,96,,,,,,0,0,0,0
2006,Mathieu Garon\garonma01,29,LAK,32,,13,10,6,79,849,770,0.907,2.66,2,5.3,1779,,,,98,1.45,0,1,1,6
2006,Martin Gerber\gerbema01,32,OTT,29,,15,9,3,74,784,710,0.906,2.78,1,4.8,1599,,,,100,0.29,0,0,0,0
2006,Jean-Sebastien Giguere\gigueje01,29,ANA,56,,36,10,8,122,1490,1368,0.918,2.26,4,11.2,3245,,,,86,19.19,0,2,2,0
2006,John Grahame\grahajo01,31,CAR,28,,10,13,2,72,702,630,0.897,2.85,0,3.7,1515,,,,108,-5.48,0,3,3,2
2006,Jaroslav Halak\halakja01,21,MTL,16,,10,6,0,44,469,425,0.906,2.89,2,2.9,912,,,,99,0.44,0,1,1,2
2006,Josh Harding\hardijo01,22,MIN,7,,3,2,1,7,174,167,0.96,1.16,1,2.1,361,,,,,,0,0,0,0
2006,Dominik Hasek*\hasekdo01,42,DET,56,,38,11,6,114,1309,1195,0.913,2.05,8,9.1,3341,,,,92,10.04,0,2,2,20
2006,Johan Hedberg\hedbejo01,33,ATL,21,,9,4,2,51,500,449,0.898,2.89,0,2.7,1057,,,,108,-3.62,0,1,1,6
2006,Johan Holmqvist\holmqjo01,28,TBL,48,,27,15,3,121,1134,1013,0.893,2.85,1,5.4,2548,,,,113,-13.54,0,3,3,4
2006,Martin Houle\houlema01,21,PHI,1,,0,0,0,1,3,2,0.667,27.27,0,-0.1,2,,,,,,0,0,0,0
2006,Cristobal Huet\huetcr01,31,MTL,42,,19,16,3,107,1280,1173,0.916,2.81,2,9.4,2286,,,,88,14.29,0,1,1,0
2006,Brent Johnson\johnsbr02,29,WSH,30,,6,15,7,99,894,795,0.889,3.62,0,3.9,1644,,,,117,-14.29,0,1,1,4
2006,Curtis Joseph\josepcu01,39,PHX,55,,18,31,2,159,1481,1322,0.893,3.19,4,7,2993,,,,113,-18.66,0,0,0,10
2006,Nikolai Khabibulin\khabini01,34,CHI,60,,25,26,5,163,1668,1505,0.902,2.86,1,9.6,3425,,,,103,-4.94,0,0,0,8
2006,Miikka Kiprusoff\kiprumi01,30,CGY,74,,40,24,9,181,2190,2009,0.917,2.46,7,16.3,4419,,,,87,26.52,0,0,0,2
2006,Olaf Kolzig\kolziol01,36,WSH,54,,22,24,6,159,1771,1612,0.91,3,1,11.8,3184,,,,95,8.82,0,3,3,10
2006,Patrick Lalime\lalimpa01,32,CHI,12,,4,6,1,33,317,284,0.896,3.07,1,1.6,645,,,,,,0,0,0,0
2006,Pascal Leclaire\leclapa01,24,CBJ,24,,6,15,2,65,629,564,0.897,2.97,1,3.2,1315,,,,109,-5.4,0,0,0,2
2006,Manny Legace\legacma01,33,STL,45,,23,15,5,109,1177,1068,0.907,2.59,5,7.5,2522,,,,98,2.53,0,0,0,2
2006,Kari Lehtonen\lehtoka01,23,ATL,68,,34,24,9,183,2075,1892,0.912,2.79,4,14.2,3934,,,,93,13.62,0,1,1,6
2006,Michael Leighton\leighmi01,25,TOT,5,,2,2,0,14,112,98,0.875,3.92,0,0.3,215,,,,,,0,0,0,0
2006,Michael Leighton\leighmi01,25,PHI,4,,2,2,0,12,102,90,0.882,3.7,0,0.4,195,,,,,,0,0,0,0
2006,Michael Leighton\leighmi01,25,NSH,1,,0,0,0,2,10,8,0.8,6.07,0,-0.1,20,,,,,,0,0,0,0
2006,David LeNeveu\lenevda01,23,PHX,6,,2,1,0,15,142,127,0.894,3.86,0,0.7,233,,,,,,0,0,0,0
2006,Henrik Lundqvist\lundqhe01,24,NYR,70,,37,22,8,160,1927,1767,0.917,2.34,5,14.3,4109,,,,88,22.6,0,0,0,0
2006,Roberto Luongo\luongro01,27,VAN,76,,47,22,6,171,2169,1998,0.921,2.28,5,17.1,4490,,,,83,34.53,0,2,2,10
2006,Joey MacDonald\macdojo01,26,TOT,15,,3,7,2,43,406,363,0.894,3.12,0,2,826,,,,112,-4.53,0,0,0,0
2006,Joey MacDonald\macdojo01,26,DET,8,,1,5,1,27,211,184,0.872,3.46,0,0.5,468,,,,,,0,0,0,0
2006,Joey MacDonald\macdojo01,26,BOS,7,,2,2,1,16,195,179,0.918,2.68,0,1.5,358,,,,,,0,0,0,0
2006,Jussi Markkanen\markkju01,31,EDM,22,,5,9,1,52,457,405,0.886,3.14,0,1.8,992,,,,120,-8.7,0,0,0,0
2006,Chris Mason\masonch02,30,NSH,40,,24,11,4,93,1244,1151,0.925,2.38,5,10.4,2342,,,,79,24.88,0,1,1,4
2006,Jamie McLennan\mclenja01,35,CGY,9,,3,5,1,32,304,272,0.895,3.6,0,1.5,533,,,,,,0,0,0,16
2006,Ryan Miller\millery01,26,BUF,63,,40,16,6,168,1886,1718,0.911,2.73,2,12.7,3692,,,,94,10.71,0,2,2,2
2006,Mike Morrison\morrimi01,27,PHX,4,,0,3,0,13,62,49,0.79,6.13,0,-0.4,127,,,,,,0,0,0,0
2006,Evgeni Nabokov\nabokev01,31,SJS,50,,25,16,4,106,1227,1121,0.914,2.29,7,8.6,2778,,,,91,10.27,0,0,0,6
2006,Antero Niittymaki\niittan01,26,PHI,52,,9,29,9,166,1567,1401,0.894,3.38,0,7.6,2943,,,,112,-17.51,0,0,0,2
2006,Fredrik Norrena\norrefr01,33,CBJ,55,,24,23,3,137,1420,1283,0.904,2.79,3,8.4,2952,,,,102,-2.44,0,0,0,6
2006,Chris Osgood\osgooch01,34,DET,21,,11,3,6,46,496,450,0.907,2.38,0,3.1,1161,,,,98,1,0,1,1,6
2006,Tomas Popperle\poppeto01,22,CBJ,2,,0,0,0,1,14,13,0.929,1.35,0,0.1,45,,,,,,0,0,0,0
2006,Karri Ramo\ramoka01,20,TBL,2,,0,0,0,4,23,19,0.826,3.45,0,-0.1,70,,,,,,0,0,0,0
2006,Andrew Raycroft\raycran01,26,TOR,72,,37,25,9,205,1931,1726,0.894,2.99,2,9.4,4108,,,,112,-22.02,0,1,1,8
2006,Dwayne Roloson\rolosdw01,37,EDM,68,,27,34,6,180,1969,1789,0.909,2.75,4,12.8,3932,,,,96,6.58,0,3,3,12
2006,Dany Sabourin\sabouda01,26,VAN,9,,2,4,1,21,224,203,0.906,2.63,0,1.4,480,,,,,,0,0,0,0
2006,Curtis Sanford\sanfocu01,27,STL,31,,8,12,5,79,707,628,0.888,3.19,0,3,1492,,,,118,-12.01,0,0,0,0
2006,Philippe Sauve\sauveph01,26,BOS,2,,0,0,0,4,23,19,0.826,5.8,0,-0.1,41,,,,,,0,0,0,0
2006,Marek Schwarz\schwama01,20,STL,2,,0,1,0,3,25,22,0.88,3,0,0.1,60,,,,,,0,0,0,0
2006,Mike Smith\smithmi01,24,DAL,23,,12,5,2,45,511,466,0.912,2.23,3,3.5,1213,,,,93,3.42,0,0,0,2
2006,Mikael Tellqvist\tellqmi01,27,TOT,31,,11,12,3,92,799,707,0.885,3.34,2,3.1,1650,,,,122,-16.29,0,1,1,0
2006,Mikael Tellqvist\tellqmi01,27,PHX,30,,11,11,3,90,780,690,0.885,3.39,2,3,1591,,,,122,-16.09,0,1,1,0
2006,Mikael Tellqvist\tellqmi01,27,TOR,1,,0,1,0,2,19,17,0.895,2.03,0,0.1,59,,,,,,0,0,0,0
2006,Jose Theodore\theodjo01,30,COL,33,,13,15,1,95,870,775,0.891,3.26,0,3.9,1748,,,,115,-12.56,0,1,1,6
2006,Jocelyn Thibault\thibajo01,32,PIT,22,,7,8,2,52,572,520,0.909,2.83,1,3.7,1101,,,,96,2.2,0,0,0,0
2006,Tim Thomas\thomati01,32,BOS,66,,30,29,4,189,1985,1796,0.905,3.13,3,12,3619,,,,100,-0.9,0,0,0,6
2006,Hannu Toivonen\toivoha01,22,BOS,18,,3,9,1,63,502,439,0.875,4.23,0,1.4,894,,,,132,-15.43,0,0,0,2
2006,Vesa Toskala\toskave01,29,SJS,38,,26,10,1,84,915,831,0.908,2.35,4,5.9,2142,,,,97,2.7,0,3,3,0
2006,Marty Turco\turcoma01,31,DAL,67,,38,20,5,140,1564,1424,0.91,2.23,6,10.5,3764,,,,94,8.2,0,4,4,18
2006,Steve Valiquette\valiqst01,29,NYR,3,,1,2,0,6,45,39,0.867,3.14,0,0.1,115,,,,,,0,0,0,0
2006,Tomas Vokoun\vokouto01,30,NSH,44,,27,12,4,104,1299,1195,0.92,2.4,5,10.1,2601,,,,84,19.09,0,2,2,4
2006,Michael Wall\wallmi01,21,ANA,4,,2,2,0,10,81,71,0.877,2.97,0,0.2,202,,,,,,0,1,1,0
2006,Cam Ward\wardca01,22,CAR,60,,30,21,6,167,1625,1458,0.897,2.93,2,8.5,3422,,,,108,-13.02,0,1,1,6
2006,Kevin Weekes\weekeke01,31,NYR,14,,4,6,2,43,355,312,0.879,3.39,0,1.1,761,,,,128,-9.36,0,0,0,0
2007,David Aebischer\aebisda01,29,PHX,1,1,0,1,0,3,33,30,0.909,3,0,0.2,60,0,0,0,,,0,0,0,0
2007,Craig Anderson\andercr01,26,FLA,17,13,8,6,1,35,535,500,0.935,2.25,2,4.9,935,9,0.692,1,72,13.6,0,1,1,2
2007,Jean-Sebastien Aubin\aubinje01,30,LAK,19,12,5,6,1,44,385,341,0.886,3.19,0,1.3,828,5,0.417,4,126,-9.03,0,0,0,0
2007,Alex Auld\auldal01,27,TOT,32,28,12,13,5,77,827,750,0.907,2.68,3,4.9,1722,12,0.429,6,102,-1.87,0,0,0,0
2007,Alex Auld\auldal01,27,BOS,23,19,9,7,5,47,578,531,0.919,2.32,2,4.2,1213,10,0.526,2,90,5.51,0,0,0,0
2007,Alex Auld\auldal01,27,PHX,9,9,3,6,0,30,249,219,0.88,3.54,1,0.7,509,2,0.222,4,,,0,0,0,0
2007,Niklas Backstrom\backsni01,29,MIN,58,56,33,13,8,131,1629,1498,0.92,2.31,4,12.1,3409,33,0.589,5,89,16.98,0,0,0,2
2007,Chris Beckford-Tseu\beckfch01,23,STL,1,0,0,0,0,1,9,8,0.889,2.25,0,0,27,0,,0,,,0,0,0,0
2007,Jonathan Bernier\bernijo01,19,LAK,4,4,1,3,0,16,118,102,0.864,4.03,0,0.1,238,1,0.25,1,,,0,0,0,0
